lotr_beruthiel = { # By Vierwood
 		gene_bs_cheek_height={ "cheek_height_pos" 31 "cheek_height_pos" 31 }
 		gene_bs_cheek_width={ "cheek_width_pos" 37 "cheek_width_pos" 37 }
 		gene_bs_ear_angle={ "ear_angle_pos" 45 "ear_angle_pos" 45 }
 		gene_bs_ear_inner_shape={ "ear_inner_shape_pos" 122 "ear_inner_shape_pos" 122 }
 		gene_bs_ear_bend={ "ear_both_bend_pos" 134 "ear_both_bend_pos" 134 }
 		gene_bs_ear_outward={ "ear_outward_pos" 0 "ear_outward_pos" 0 }
 		gene_bs_ear_size={ "ear_size_neg" 5 "ear_size_neg" 5 }
 		gene_bs_eye_corner_depth={ "eye_corner_depth_pos" 61 "eye_corner_depth_pos" 61 }
 		gene_bs_eye_fold_shape={ "eye_fold_shape_neg" 32 "eye_fold_shape_neg" 32 }
 		gene_bs_eye_size={ "eye_size_neg" 119 "eye_size_neg" 119 }
 		gene_bs_eye_upper_lid_size={ "eye_upper_lid_size_pos" 91 "eye_upper_lid_size_pos" 91 }
 		gene_bs_forehead_brow_curve={ "forehead_brow_curve_neg" 93 "forehead_brow_curve_neg" 93 }
 		gene_bs_forehead_brow_forward={ "forehead_brow_forward_pos" 39 "forehead_brow_forward_pos" 39 }
 		gene_bs_forehead_brow_inner_height={ "forehead_brow_inner_height_neg" 7 "forehead_brow_inner_height_neg" 7 }
 		gene_bs_forehead_brow_outer_height={ "forehead_brow_outer_height_pos" 61 "forehead_brow_outer_height_pos" 61 }
 		gene_bs_forehead_brow_width={ "forehead_brow_width_pos" 96 "forehead_brow_width_pos" 96 }
 		gene_bs_jaw_def={ "jaw_def_pos" 29 "jaw_def_pos" 29 }
 		gene_bs_mouth_lower_lip_def={ "mouth_lower_lip_def_pos" 57 "mouth_lower_lip_def_pos" 57 }
 		gene_bs_mouth_lower_lip_full={ "mouth_lower_lip_full_pos" 19 "mouth_lower_lip_full_pos" 19 }
 		gene_bs_mouth_lower_lip_pad={ "mouth_lower_lip_pad_pos" 20 "mouth_lower_lip_pad_pos" 20 }
 		gene_bs_mouth_lower_lip_width={ "mouth_lower_lip_width_neg" 5 "mouth_lower_lip_width_neg" 5 }
 		gene_bs_mouth_philtrum_def={ "mouth_philtrum_def_pos" 41 "mouth_philtrum_def_pos" 41 }
 		gene_bs_mouth_philtrum_shape={ "mouth_philtrum_shape_pos" 17 "mouth_philtrum_shape_pos" 17 }
 		gene_bs_mouth_philtrum_width={ "mouth_philtrum_width_neg" 30 "mouth_philtrum_width_neg" 30 }
 		gene_bs_mouth_upper_lip_def={ "mouth_upper_lip_def_pos" 65 "mouth_upper_lip_def_pos" 65 }
 		gene_bs_mouth_upper_lip_full={ "mouth_upper_lip_full_pos" 29 "mouth_upper_lip_full_pos" 29 }
 		gene_bs_mouth_upper_lip_profile={ "mouth_upper_lip_profile_pos" 45 "mouth_upper_lip_profile_pos" 45 }
 		gene_bs_mouth_upper_lip_width={ "mouth_upper_lip_width_neg" 8 "mouth_upper_lip_width_neg" 8 }
 		gene_bs_nose_forward={ "nose_forward_pos" 3 "nose_forward_pos" 3 }
 		gene_bs_nose_height={ "nose_height_neg" 65 "nose_height_neg" 65 }
 		gene_bs_nose_length={ "nose_length_pos" 15 "nose_length_pos" 15 }
 		gene_bs_nose_nostril_height={ "nose_nostril_height_pos" 95 "nose_nostril_height_pos" 95 }
 		gene_bs_nose_nostril_width={ "nose_nostril_width_neg" 33 "nose_nostril_width_neg" 33 }
 		gene_bs_nose_profile={ "nose_profile_hawk" 150 "nose_profile_hawk" 150 }
 		gene_bs_nose_ridge_angle={ "nose_ridge_angle_pos" 32 "nose_ridge_angle_pos" 32 }
 		gene_bs_nose_ridge_width={ "nose_ridge_width_pos" 36 "nose_ridge_width_pos" 36 }
 		gene_bs_nose_size={ "nose_size_pos" 21 "nose_size_pos" 21 }
 		gene_bs_nose_tip_angle={ "nose_tip_angle_pos" 32 "nose_tip_angle_pos" 32 }
 		gene_bs_nose_tip_forward={ "nose_tip_forward_pos" 47 "nose_tip_forward_pos" 47 }
 		gene_bs_nose_tip_width={ "nose_tip_width_pos" 21 "nose_tip_width_pos" 21 }
 		face_detail_cheek_def={ "cheek_def_01" 141 "cheek_def_01" 141 }
 		face_detail_cheek_fat={ "cheek_fat_01_neg" 55 "cheek_fat_01_neg" 55 }
 		face_detail_chin_cleft={ "chin_dimple" 160 "chin_dimple" 160 }
 		face_detail_chin_def={ "chin_def" 244 "chin_def" 244 }
 		face_detail_eye_lower_lid_def={ "eye_lower_lid_def" 57 "eye_lower_lid_def" 57 }
 		face_detail_eye_socket={ "eye_socket_03" 149 "eye_socket_03" 149 }
 		face_detail_nasolabial={ "nasolabial_03" 81 "nasolabial_03" 81 }
 		face_detail_nose_ridge_def={ "nose_ridge_def_neg" 97 "nose_ridge_def_neg" 97 }
 		face_detail_nose_tip_def={ "nose_tip_def" 167 "nose_tip_def" 167 }
 		face_detail_temple_def={ "temple_def" 177 "temple_def" 177 }
 		expression_brow_wrinkles={ "brow_wrinkles_04" 11 "brow_wrinkles_04" 11 }
 		expression_eye_wrinkles={ "eye_wrinkles_01" 76 "eye_wrinkles_01" 76 }
 		expression_forehead_wrinkles={ "forehead_wrinkles_03" 152 "forehead_wrinkles_03" 152 }
 		expression_other={ "cheek_wrinkles_both_01" 102 "cheek_wrinkles_both_01" 102 }
 		complexion={ "complexion_beauty_1" 131 "complexion_beauty_1" 131 }
 		gene_height={ "normal_height" 149 "normal_height" 149 }
 		gene_bs_body_type={ "body_fat_head_fat_low" 125 "body_fat_head_fat_low" 125 }
 		gene_bs_body_shape={ "body_shape_hourglass_full" 25 "body_shape_hourglass_full" 25 }
 		gene_bs_bust={ "bust_shape_1_half" 230 "bust_shape_1_half" 230 }
 		gene_age={ "old_beauty_1" 80 "old_beauty_1" 80 }
 		gene_eyebrows_shape={ "avg_spacing_low_thickness" 255 "avg_spacing_low_thickness" 255 }
 		gene_eyebrows_fullness={ "layer_2_lower_thickness" 231 "layer_2_lower_thickness" 231 }
 		gene_body_hair={ "body_hair_avg" 179 "body_hair_avg" 179 }
 		gene_hair_type={ "hair_straight" 119 "hair_straight" 119 }
 		gene_baldness={ "no_baldness" 127 "no_baldness" 127 }
 		gene_lotr_race_shape={ "man" 127 "man" 127 }
 		gene_uruk_head_decals={ "no_decal" 127 "no_decal" 127 }
 		gene_uruk_body_decals={ "no_decal" 127 "no_decal" 127 }
 		gene_haradrim_head_decals={ "no_decal" 0 "no_decal" 0 }
 		gene_subdermal_implant_decals={ "no_decal" 127 "no_decal" 127 }
 		gene_ear_point={ "ear_point_pos" 0 "ear_point_pos" 0 }
 		eye_accessory={ "normal_eyes" 217 "normal_eyes" 217 }
 		teeth_accessory={ "normal_teeth" 0 "normal_teeth" 0 }
 		eyelashes_accessory={ "normal_eyelashes" 145 "normal_eyelashes" 145 }
 		race_head_accessory={ "man" 0 "man" 0 }
 		race_body_accessory={ "man" 0 "man" 0 }
 		hairstyles={ "all_hairstyles" 2 "all_hairstyles" 2 }
		}
	}
	enabled=yes
}

lotr_zimraphel = { # By Vierwood
	portrait_info = {
	genes={ 		
		hair_color={ 65 11 96 124 }
        skin_color={ 12 27 111 90 }
        eye_color={ 248 44 30 170 }
        gene_chin_forward={ "chin_forward_pos" 124 "chin_forward_pos" 136 }
        gene_chin_height={ "chin_height_pos" 118 "chin_height_pos" 138 }
        gene_chin_width={ "chin_width_pos" 168 "chin_width_pos" 135 }
        gene_eye_angle={ "eye_angle_neg" 134 "eye_angle_neg" 116 }
        gene_eye_depth={ "eye_depth_pos" 127 "eye_depth_pos" 138 }
        gene_eye_height={ "eye_height_pos" 161 "eye_height_pos" 138 }
        gene_eye_distance={ "eye_distance_neg" 122 "eye_distance_neg" 121 }
        gene_eye_shut={ "eye_shut_pos" 136 "eye_shut_pos" 139 }
        gene_forehead_angle={ "forehead_angle_neg" 152 "forehead_angle_neg" 124 }
        gene_forehead_brow_height={ "forehead_brow_height_neg" 106 "forehead_brow_height_neg" 120 }
        gene_forehead_roundness={ "forehead_roundness_neg" 130 "forehead_roundness_neg" 111 }
        gene_forehead_width={ "forehead_width_pos" 133 "forehead_width_pos" 133 }
        gene_forehead_height={ "forehead_height_neg" 131 "forehead_height_neg" 106 }
        gene_head_height={ "head_height_neg" 139 "head_height_neg" 83 }
        gene_head_width={ "head_width_pos" 124 "head_width_pos" 172 }
        gene_head_profile={ "head_profile_pos" 140 "head_profile_pos" 146 }
        gene_head_top_height={ "head_top_height_neg" 131 "head_top_height_neg" 101 }
        gene_head_top_width={ "head_top_width_pos" 175 "head_top_width_pos" 137 }
        gene_jaw_angle={ "jaw_angle_pos" 98 "jaw_angle_pos" 129 }
        gene_jaw_forward={ "jaw_forward_pos" 129 "jaw_forward_pos" 135 }
        gene_jaw_height={ "jaw_height_pos" 112 "jaw_height_pos" 135 }
        gene_jaw_width={ "jaw_width_pos" 115 "jaw_width_pos" 153 }
        gene_mouth_corner_depth={ "mouth_corner_depth_pos" 131 "mouth_corner_depth_pos" 131 }
        gene_mouth_corner_height={ "mouth_corner_height_pos" 114 "mouth_corner_height_pos" 128 }
        gene_mouth_forward={ "mouth_forward_neg" 127 "mouth_forward_neg" 125 }
        gene_mouth_height={ "mouth_height_neg" 219 "mouth_height_neg" 117 }
        gene_mouth_width={ "mouth_width_pos" 127 "mouth_width_pos" 138 }
        gene_mouth_upper_lip_size={ "mouth_upper_lip_size_neg" 166 "mouth_upper_lip_size_neg" 124 }
        gene_mouth_lower_lip_size={ "mouth_lower_lip_size_neg" 135 "mouth_lower_lip_size_neg" 84 }
        gene_mouth_open={ "mouth_open_neg" 76 "mouth_open_neg" 76 }
        gene_neck_length={ "neck_length_neg" 149 "neck_length_neg" 101 }
        gene_neck_width={ "neck_width_pos" 128 "neck_width_pos" 145 }
        gene_bs_cheek_forward={ "cheek_forward_pos" 15 "cheek_forward_neg" 11 }
        gene_bs_cheek_height={ "cheek_height_pos" 159 "cheek_height_neg" 39 }
        gene_bs_cheek_width={ "cheek_width_pos" 73 "cheek_width_pos" 46 }
        gene_bs_ear_angle={ "ear_angle_neg" 23 "ear_angle_neg" 23 }
        gene_bs_ear_inner_shape={ "ear_inner_shape_pos" 44 "ear_inner_shape_pos" 44 }
        gene_bs_ear_bend={ "ear_both_bend_pos" 67 "ear_both_bend_pos" 67 }
        gene_bs_ear_outward={ "ear_outward_neg" 87 "ear_outward_pos" 5 }
        gene_bs_ear_size={ "ear_size_pos" 1 "ear_size_neg" 47 }
        gene_bs_eye_corner_depth={ "eye_corner_depth_neg" 1 "eye_corner_depth_neg" 126 }
        gene_bs_eye_fold_shape={ "eye_fold_shape_neg" 9 "eye_fold_shape_neg" 21 }
        gene_bs_eye_size={ "eye_size_neg" 41 "eye_size_pos" 136 }
        gene_bs_eye_upper_lid_size={ "eye_upper_lid_size_neg" 21 "eye_upper_lid_size_pos" 31 }
        gene_bs_forehead_brow_curve={ "forehead_brow_curve_neg" 185 "forehead_brow_curve_neg" 185 }
        gene_bs_forehead_brow_forward={ "forehead_brow_forward_pos" 5 "forehead_brow_forward_neg" 35 }
        gene_bs_forehead_brow_inner_height={ "forehead_brow_inner_height_pos" 29 "forehead_brow_inner_height_pos" 68 }
        gene_bs_forehead_brow_outer_height={ "forehead_brow_outer_height_pos" 143 "forehead_brow_outer_height_pos" 78 }
        gene_bs_forehead_brow_width={ "forehead_brow_width_pos" 102 "forehead_brow_width_pos" 102 }
        gene_bs_jaw_def={ "jaw_def_pos" 81 "jaw_def_neg" 8 }
        gene_bs_mouth_lower_lip_def={ "mouth_lower_lip_def_pos" 43 "mouth_lower_lip_def_pos" 43 }
        gene_bs_mouth_lower_lip_full={ "mouth_lower_lip_full_neg" 9 "mouth_lower_lip_full_neg" 99 }
        gene_bs_mouth_lower_lip_pad={ "mouth_lower_lip_pad_neg" 7 "mouth_lower_lip_pad_pos" 53 }
        gene_bs_mouth_lower_lip_width={ "mouth_lower_lip_width_neg" 155 "mouth_lower_lip_width_pos" 14 }
        gene_bs_mouth_philtrum_def={ "mouth_philtrum_def_pos" 117 "mouth_philtrum_def_pos" 43 }
        gene_bs_mouth_philtrum_shape={ "mouth_philtrum_shape_neg" 45 "mouth_philtrum_shape_pos" 44 }
        gene_bs_mouth_philtrum_width={ "mouth_philtrum_width_pos" 103 "mouth_philtrum_width_pos" 40 }
        gene_bs_mouth_upper_lip_def={ "mouth_upper_lip_def_pos" 123 "mouth_upper_lip_def_pos" 48 }
        gene_bs_mouth_upper_lip_full={ "mouth_upper_lip_full_pos" 73 "mouth_upper_lip_full_pos" 127 }
        gene_bs_mouth_upper_lip_profile={ "mouth_upper_lip_profile_neg" 3 "mouth_upper_lip_profile_neg" 0 }
        gene_bs_mouth_upper_lip_width={ "mouth_upper_lip_width_neg" 129 "mouth_upper_lip_width_pos" 89 }
        gene_bs_nose_forward={ "nose_forward_pos" 51 "nose_forward_neg" 48 }
        gene_bs_nose_height={ "nose_height_pos" 103 "nose_height_pos" 5 }
        gene_bs_nose_length={ "nose_length_pos" 51 "nose_length_pos" 26 }
        gene_bs_nose_nostril_height={ "nose_nostril_height_pos" 35 "nose_nostril_height_neg" 1 }
        gene_bs_nose_nostril_width={ "nose_nostril_width_pos" 5 "nose_nostril_width_pos" 5 }
        gene_bs_nose_profile={ "nose_profile_neg" 89 "nose_profile_hawk_pos" 46 }
        gene_bs_nose_ridge_angle={ "nose_ridge_angle_neg" 41 "nose_ridge_angle_neg" 13 }
        gene_bs_nose_ridge_width={ "nose_ridge_width_neg" 255 "nose_ridge_width_neg" 57 }
        gene_bs_nose_size={ "nose_size_neg" 107 "nose_size_pos" 57 }
        gene_bs_nose_tip_angle={ "nose_tip_angle_pos" 97 "nose_tip_angle_pos" 47 }
        gene_bs_nose_tip_forward={ "nose_tip_forward_neg" 59 "nose_tip_forward_neg" 16 }
        gene_bs_nose_tip_width={ "nose_tip_width_neg" 105 "nose_tip_width_neg" 44 }
        face_detail_cheek_def={ "cheek_def_01" 88 "cheek_def_02" 15 }
        face_detail_cheek_fat={ "cheek_fat_01_pos" 50 "cheek_fat_01_neg" 114 }
        face_detail_chin_cleft={ "chin_dimple" 0 "chin_cleft" 9 }
        face_detail_chin_def={ "chin_def" 0 "chin_def" 43 }
        face_detail_eye_lower_lid_def={ "eye_lower_lid_def" 135 "eye_lower_lid_def" 135 }
        face_detail_eye_socket={ "eye_socket_02" 131 "eye_socket_02" 203 }
        face_detail_nasolabial={ "nasolabial_03" 0 "nasolabial_02" 4 }
        face_detail_nose_ridge_def={ "nose_ridge_def_neg" 124 "nose_ridge_def_neg" 119 }
        face_detail_nose_tip_def={ "nose_tip_def" 121 "nose_tip_def" 168 }
        face_detail_temple_def={ "temple_def" 70 "temple_def" 204 }
        expression_brow_wrinkles={ "brow_wrinkles_04" 251 "brow_wrinkles_04" 251 }
        expression_eye_wrinkles={ "eye_wrinkles_02" 231 "eye_wrinkles_02" 231 }
        expression_forehead_wrinkles={ "forehead_wrinkles_01" 96 "forehead_wrinkles_01" 96 }
        expression_other={ "cheek_wrinkles_left_01" 127 "cheek_wrinkles_left_01" 127 }
        complexion={ "complexion_2" 0 "complexion_3" 80 }
        gene_height={ "normal_height" 141 "normal_height" 136 }
        gene_bs_body_type={ "body_fat_head_fat_full" 125 "body_fat_head_fat_full" 125 }
 		gene_bs_body_shape={ "body_shape_hourglass_full" 20 "body_shape_apple_half" 55 }
 		gene_bs_bust={ "bust_default" 206 "bust_default" 161 }
        gene_age={ "old_1" 223 "old_1" 223 }
        gene_eyebrows_shape={ "avg_spacing_lower_thickness" 148 "far_spacing_avg_thickness" 137 }
        gene_eyebrows_fullness={ "layer_2_lower_thickness" 147 "layer_2_lower_thickness" 139 }
        gene_body_hair={ "body_hair_sparse" 153 "body_hair_sparse" 153 }
 		eye_accessory={ "normal_eyes" 217 "normal_eyes" 217 }
 		teeth_accessory={ "normal_teeth" 0 "normal_teeth" 0 }
 		eyelashes_accessory={ "normal_eyelashes" 145 "normal_eyelashes" 145 }
		gene_hair_type={ "hair_straight" 119 "hair_straight" 119 }
		gene_baldness={ "no_baldness" 127 "no_baldness" 127 }
		gene_haradrim_head_decals={ "no_decal" 0 "no_decal" 0 }
		gene_subdermal_implant_decals={ "no_decal" 127 "no_decal" 127 }
		gene_ear_point={ "ear_point_pos" 0 "ear_point_pos" 0 }
		# gene_hunchbacked={ "hunchbacked" 0 "hunchbacked" 0 }
		gene_lotr_race_shape={ "man" 127 "man" 127 }
		gene_uruk_head_decals={ "no_decal" 127 "no_decal" 127 }
		gene_uruk_body_decals={ "no_decal" 127 "no_decal" 127 }
		race_head_accessory={ "man" 0 "man" 0 }
		race_body_accessory={ "man" 0 "man" 0 }
			
		}
	}
	enabled=yes
}

lotr_gimilkhad = { # By Vierwood
	portrait_info = {
	genes={ 		
		hair_color={ 29 251 211 186 }
 		skin_color={ 50 52 163 108 }
 		eye_color={ 220 29 201 139 }
 		gene_chin_forward={ "chin_forward_neg" 132 "chin_forward_neg" 110 }
 		gene_chin_height={ "chin_height_pos" 135 "chin_height_pos" 135 }
 		gene_chin_width={ "chin_width_pos" 151 "chin_width_pos" 151 }
 		gene_eye_angle={ "eye_angle_pos" 137 "eye_angle_pos" 137 }
 		gene_eye_depth={ "eye_depth_pos" 140 "eye_depth_pos" 140 }
 		gene_eye_height={ "eye_height_pos" 127 "eye_height_pos" 127 }
 		gene_eye_distance={ "eye_distance_pos" 131 "eye_distance_pos" 131 }
 		gene_eye_shut={ "eye_shut_neg" 112 "eye_shut_neg" 112 }
 		gene_forehead_angle={ "forehead_angle_pos" 131 "forehead_angle_pos" 131 }
 		gene_forehead_brow_height={ "forehead_brow_height_neg" 103 "forehead_brow_height_neg" 103 }
 		gene_forehead_roundness={ "forehead_roundness_neg" 102 "forehead_roundness_neg" 102 }
 		gene_forehead_width={ "forehead_width_pos" 144 "forehead_width_pos" 144 }
 		gene_forehead_height={ "forehead_height_neg" 116 "forehead_height_neg" 116 }
 		gene_head_height={ "head_height_neg" 123 "head_height_neg" 123 }
 		gene_head_width={ "head_width_neg" 126 "head_width_neg" 126 }
 		gene_head_profile={ "head_profile_pos" 128 "head_profile_pos" 128 }
 		gene_head_top_height={ "head_top_height_pos" 129 "head_top_height_pos" 129 }
 		gene_head_top_width={ "head_top_width_pos" 127 "head_top_width_pos" 127 }
 		gene_jaw_angle={ "jaw_angle_pos" 178 "jaw_angle_pos" 178 }
 		gene_jaw_forward={ "jaw_forward_neg" 117 "jaw_forward_neg" 117 }
 		gene_jaw_height={ "jaw_height_pos" 160 "jaw_height_pos" 160 }
 		gene_jaw_width={ "jaw_width_neg" 112 "jaw_width_neg" 112 }
 		gene_mouth_corner_depth={ "mouth_corner_depth_neg" 122 "mouth_corner_depth_neg" 122 }
 		gene_mouth_corner_height={ "mouth_corner_height_neg" 119 "mouth_corner_height_neg" 119 }
 		gene_mouth_forward={ "mouth_forward_pos" 133 "mouth_forward_pos" 133 }
 		gene_mouth_height={ "mouth_height_neg" 121 "mouth_height_neg" 121 }
 		gene_mouth_width={ "mouth_width_neg" 119 "mouth_width_neg" 119 }
 		gene_mouth_upper_lip_size={ "mouth_upper_lip_size_neg" 140 "mouth_upper_lip_size_neg" 125 }
 		gene_mouth_lower_lip_size={ "mouth_lower_lip_size_neg" 128 "mouth_lower_lip_size_neg" 99 }
 		gene_mouth_open={ "mouth_open_neg" 0 "mouth_open_neg" 0 }
 		gene_neck_length={ "neck_length_pos" 155 "neck_length_pos" 155 }
 		gene_neck_width={ "neck_width_neg" 127 "neck_width_neg" 127 }
 		gene_bs_cheek_forward={ "cheek_forward_pos" 17 "cheek_forward_pos" 17 }
 		gene_bs_cheek_height={ "cheek_height_neg" 4 "cheek_height_neg" 4 }
 		gene_bs_cheek_width={ "cheek_width_pos" 19 "cheek_width_pos" 19 }
 		gene_bs_ear_angle={ "ear_angle_pos" 40 "ear_angle_pos" 40 }
 		gene_bs_ear_inner_shape={ "ear_inner_shape_pos" 163 "ear_inner_shape_pos" 163 }
 		gene_bs_ear_bend={ "ear_lower_bend_pos" 120 "ear_lower_bend_pos" 120 }
 		gene_bs_ear_outward={ "ear_outward_pos" 7 "ear_outward_pos" 7 }
 		gene_bs_ear_size={ "ear_size_neg" 6 "ear_size_neg" 6 }
 		gene_bs_eye_corner_depth={ "eye_corner_depth_neg" 123 "eye_corner_depth_neg" 123 }
 		gene_bs_eye_fold_shape={ "eye_fold_shape_pos" 34 "eye_fold_shape_pos" 34 }
 		gene_bs_eye_size={ "eye_size_pos" 154 "eye_size_pos" 154 }
 		gene_bs_eye_upper_lid_size={ "eye_upper_lid_size_pos" 122 "eye_upper_lid_size_pos" 122 }
 		gene_bs_forehead_brow_curve={ "forehead_brow_curve_neg" 12 "forehead_brow_curve_neg" 12 }
 		gene_bs_forehead_brow_forward={ "forehead_brow_forward_neg" 14 "forehead_brow_forward_neg" 14 }
 		gene_bs_forehead_brow_inner_height={ "forehead_brow_inner_height_pos" 23 "forehead_brow_inner_height_pos" 79 }
 		gene_bs_forehead_brow_outer_height={ "forehead_brow_outer_height_pos" 85 "forehead_brow_outer_height_pos" 24 }
 		gene_bs_forehead_brow_width={ "forehead_brow_width_neg" 47 "forehead_brow_width_neg" 47 }
 		gene_bs_jaw_def={ "jaw_def_pos" 40 "jaw_def_pos" 40 }
 		gene_bs_mouth_lower_lip_def={ "mouth_lower_lip_def_pos" 0 "mouth_lower_lip_def_pos" 0 }
 		gene_bs_mouth_lower_lip_full={ "mouth_lower_lip_full_pos" 7 "mouth_lower_lip_full_neg" 88 }
 		gene_bs_mouth_lower_lip_pad={ "mouth_lower_lip_pad_pos" 75 "mouth_lower_lip_pad_pos" 204 }
 		gene_bs_mouth_lower_lip_width={ "mouth_lower_lip_width_pos" 67 "mouth_lower_lip_width_pos" 102 }
 		gene_bs_mouth_philtrum_def={ "mouth_philtrum_def_pos" 33 "mouth_philtrum_def_pos" 33 }
 		gene_bs_mouth_philtrum_shape={ "mouth_philtrum_shape_neg" 8 "mouth_philtrum_shape_neg" 8 }
 		gene_bs_mouth_philtrum_width={ "mouth_philtrum_width_neg" 95 "mouth_philtrum_width_neg" 95 }
 		gene_bs_mouth_upper_lip_def={ "mouth_upper_lip_def_pos" 8 "mouth_upper_lip_def_pos" 8 }
 		gene_bs_mouth_upper_lip_full={ "mouth_upper_lip_full_pos" 89 "mouth_upper_lip_full_pos" 204 }
 		gene_bs_mouth_upper_lip_profile={ "mouth_upper_lip_profile_neg" 32 "mouth_upper_lip_profile_neg" 32 }
 		gene_bs_mouth_upper_lip_width={ "mouth_upper_lip_width_pos" 13 "mouth_upper_lip_width_pos" 13 }
 		gene_bs_nose_forward={ "nose_forward_pos" 8 "nose_forward_pos" 8 }
 		gene_bs_nose_height={ "nose_height_neg" 57 "nose_height_neg" 57 }
 		gene_bs_nose_length={ "nose_length_pos" 62 "nose_length_pos" 62 }
 		gene_bs_nose_nostril_height={ "nose_nostril_height_neg" 9 "nose_nostril_height_neg" 9 }
 		gene_bs_nose_nostril_width={ "nose_nostril_width_neg" 49 "nose_nostril_width_neg" 49 }
 		gene_bs_nose_profile={ "nose_profile_hawk_pos" 58 "nose_profile_hawk_pos" 58 }
 		gene_bs_nose_ridge_angle={ "nose_ridge_angle_pos" 2 "nose_ridge_angle_pos" 2 }
 		gene_bs_nose_ridge_width={ "nose_ridge_width_neg" 3 "nose_ridge_width_neg" 3 }
 		gene_bs_nose_size={ "nose_size_pos" 47 "nose_size_pos" 47 }
 		gene_bs_nose_tip_angle={ "nose_tip_angle_pos" 26 "nose_tip_angle_pos" 26 }
 		gene_bs_nose_tip_forward={ "nose_tip_forward_neg" 19 "nose_tip_forward_neg" 19 }
 		gene_bs_nose_tip_width={ "nose_tip_width_pos" 96 "nose_tip_width_pos" 96 }
 		face_detail_cheek_def={ "cheek_def_01" 0 "cheek_def_01" 4 }
 		face_detail_cheek_fat={ "cheek_fat_03_pos" 2 "cheek_fat_03_pos" 2 }
 		face_detail_chin_cleft={ "chin_cleft" 142 "chin_cleft" 20 }
 		face_detail_chin_def={ "chin_def" 239 "chin_def" 239 }
 		face_detail_eye_lower_lid_def={ "eye_lower_lid_def" 237 "eye_lower_lid_def" 237 }
 		face_detail_eye_socket={ "eye_socket_02" 235 "eye_socket_02" 235 }
 		face_detail_nasolabial={ "nasolabial_03" 132 "nasolabial_03" 132 }
 		face_detail_nose_ridge_def={ "nose_ridge_def_neg" 0 "nose_ridge_def_neg" 0 }
 		face_detail_nose_tip_def={ "nose_tip_def" 222 "nose_tip_def" 222 }
 		face_detail_temple_def={ "temple_def" 15 "temple_def" 15 }
 		expression_brow_wrinkles={ "brow_wrinkles_01" 15 "brow_wrinkles_01" 15 }
