######################
#### TULWANGI DNA ####
######################

radomor_dna = { # Alrain Awesome DNA
	portrait_info={
		genes={ 		
        gene_bs_nose_flared_nostril={ "vanilla_nose_flared_nostril" 127 "vanilla_nose_flared_nostril" 127 }
        gene_bs_mouth_upper_lip_forward={ "vanilla_upper_lip_forward" 127 "vanilla_upper_lip_forward" 127 }
        gene_bs_mouth_lower_lip_forward={ "vanilla_lower_lip_forward" 127 "vanilla_lower_lip_forward" 127 }
        gene_bs_nose_swollen={ "vanilla_nose_swollen" 0 "vanilla_nose_swollen" 0 }
        gene_bs_ears_fantasy={ "vanilla_ears_fantasy" 0 "vanilla_ears_fantasy" 0 }
        gene_bs_mouth_glamour_lips={ "vanilla_mouth_glamour_lips" 0 "vanilla_mouth_glamour_lips" 0 }
        face_detail_eye_upper_lid_def={ "upper_lid_def" 255 "upper_lid_def" 255 }
        gene_eyebrow_inner_width={ "vanilla_eyebrow_inner_width" 127 "vanilla_eyebrow_inner_width" 127 }
        gene_bs_eye_lower_lid_size={ "vanilla_eye_lower_lid_size" 0 "vanilla_eye_lower_lid_size" 0 }
        gene_bs_eye_shape={ "vanilla_eye_shape" 0 "vanilla_eye_shape" 0 }
 		}
	}
	enabled = yes
}

aisata_radomor_wife_dna = {
	portrait_info={
		genes={ 	
			hair_color={ 2 255 2 255 }
			skin_color={ 45 205 45 205 }
			eye_color={ 30 245 30 245 }
			gene_chin_forward={ "chin_forward_pos" 129 "chin_forward_pos" 129 }
			gene_chin_height={ "chin_height_neg" 108 "chin_height_neg" 108 }
			gene_chin_width={ "chin_width_neg" 122 "chin_width_neg" 122 }
			gene_eye_angle={ "eye_angle_neg" 142 "eye_angle_neg" 142 }
			gene_eye_depth={ "eye_depth_pos" 109 "eye_depth_pos" 109 }
			gene_eye_height={ "eye_height_neg" 183 "eye_height_neg" 183 }
			gene_eye_distance={ "eye_distance_pos" 129 "eye_distance_pos" 129 }
			gene_eye_shut={ "eye_shut_pos" 133 "eye_shut_pos" 133 }
			gene_forehead_angle={ "forehead_angle_pos" 148 "forehead_angle_pos" 148 }
			gene_forehead_brow_height={ "forehead_brow_height_neg" 133 "forehead_brow_height_neg" 133 }
			gene_forehead_roundness={ "forehead_roundness_neg" 149 "forehead_roundness_neg" 149 }
			gene_forehead_width={ "forehead_width_neg" 95 "forehead_width_neg" 95 }
			gene_forehead_height={ "forehead_height_neg" 164 "forehead_height_neg" 164 }
			gene_head_height={ "head_height_neg" 133 "head_height_neg" 133 }
			gene_head_width={ "head_width_pos" 152 "head_width_pos" 152 }
			gene_head_profile={ "head_profile_neg" 131 "head_profile_neg" 131 }
			gene_head_top_height={ "head_top_height_neg" 118 "head_top_height_neg" 118 }
			gene_head_top_width={ "head_top_width_pos" 115 "head_top_width_pos" 115 }
			gene_jaw_angle={ "jaw_angle_pos" 129 "jaw_angle_pos" 129 }
			gene_jaw_forward={ "jaw_forward_pos" 150 "jaw_forward_pos" 150 }
			gene_jaw_height={ "jaw_height_pos" 159 "jaw_height_pos" 159 }
			gene_jaw_width={ "jaw_width_pos" 132 "jaw_width_pos" 132 }
			gene_mouth_corner_depth={ "mouth_corner_depth_neg" 212 "mouth_corner_depth_neg" 212 }
			gene_mouth_corner_height={ "mouth_corner_height_neg" 138 "mouth_corner_height_neg" 138 }
			gene_mouth_forward={ "mouth_forward_neg" 106 "mouth_forward_neg" 106 }
			gene_mouth_height={ "mouth_height_neg" 100 "mouth_height_neg" 100 }
			gene_mouth_width={ "mouth_width_neg" 114 "mouth_width_neg" 114 }
			gene_mouth_upper_lip_size={ "mouth_upper_lip_size_pos" 131 "mouth_upper_lip_size_pos" 131 }
			gene_mouth_lower_lip_size={ "mouth_lower_lip_size_pos" 130 "mouth_lower_lip_size_pos" 130 }
			gene_mouth_open={ "mouth_open_neg" 25 "mouth_open_neg" 25 }
			gene_neck_length={ "neck_length_neg" 108 "neck_length_neg" 108 }
			gene_neck_width={ "neck_width_neg" 112 "neck_width_neg" 112 }
			gene_bs_cheek_forward={ "cheek_forward_pos" 31 "cheek_forward_pos" 31 }
			gene_bs_cheek_height={ "cheek_height_neg" 144 "cheek_height_neg" 144 }
			gene_bs_cheek_width={ "cheek_width_pos" 88 "cheek_width_pos" 88 }
			gene_bs_ear_angle={ "ear_angle_neg" 48 "ear_angle_neg" 48 }
			gene_bs_ear_inner_shape={ "ear_inner_shape_pos" 60 "ear_inner_shape_pos" 60 }
			gene_bs_ear_bend={ "ear_upper_bend_pos" 16 "ear_upper_bend_pos" 16 }
			gene_bs_ear_outward={ "ear_outward_neg" 138 "ear_outward_neg" 138 }
			gene_bs_ear_size={ "ear_size_pos" 66 "ear_size_pos" 66 }
			gene_bs_eye_corner_depth={ "eye_corner_depth_neg" 13 "eye_corner_depth_neg" 13 }
			gene_bs_eye_fold_shape={ "eye_fold_shape_pos" 80 "eye_fold_shape_pos" 80 }
			gene_bs_eye_size={ "eye_size_pos" 81 "eye_size_pos" 81 }
			gene_bs_eye_upper_lid_size={ "eye_upper_lid_size_pos" 50 "eye_upper_lid_size_pos" 50 }
			gene_bs_forehead_brow_curve={ "forehead_brow_curve_neg" 242 "forehead_brow_curve_neg" 242 }
			gene_bs_forehead_brow_forward={ "forehead_brow_forward_neg" 185 "forehead_brow_forward_neg" 185 }
			gene_bs_forehead_brow_inner_height={ "forehead_brow_inner_height_pos" 82 "forehead_brow_inner_height_pos" 82 }
			gene_bs_forehead_brow_outer_height={ "forehead_brow_outer_height_pos" 57 "forehead_brow_outer_height_pos" 57 }
			gene_bs_forehead_brow_width={ "forehead_brow_width_neg" 42 "forehead_brow_width_neg" 42 }
			gene_bs_jaw_def={ "jaw_def_pos" 102 "jaw_def_pos" 102 }
			gene_bs_mouth_lower_lip_def={ "mouth_lower_lip_def_pos" 212 "mouth_lower_lip_def_pos" 212 }
			gene_bs_mouth_lower_lip_full={ "mouth_lower_lip_full_pos" 121 "mouth_lower_lip_full_pos" 121 }
			gene_bs_mouth_lower_lip_pad={ "mouth_lower_lip_pad_neg" 135 "mouth_lower_lip_pad_neg" 135 }
			gene_bs_mouth_lower_lip_width={ "mouth_lower_lip_width_pos" 97 "mouth_lower_lip_width_pos" 97 }
			gene_bs_mouth_philtrum_def={ "mouth_philtrum_def_pos" 40 "mouth_philtrum_def_pos" 40 }
			gene_bs_mouth_philtrum_shape={ "mouth_philtrum_shape_neg" 13 "mouth_philtrum_shape_neg" 13 }
			gene_bs_mouth_philtrum_width={ "mouth_philtrum_width_neg" 34 "mouth_philtrum_width_neg" 34 }
			gene_bs_mouth_upper_lip_def={ "mouth_upper_lip_def_pos" 103 "mouth_upper_lip_def_pos" 103 }
			gene_bs_mouth_upper_lip_full={ "mouth_upper_lip_full_pos" 41 "mouth_upper_lip_full_pos" 41 }
			gene_bs_mouth_upper_lip_profile={ "mouth_upper_lip_profile_pos" 75 "mouth_upper_lip_profile_pos" 75 }
			gene_bs_mouth_upper_lip_width={ "mouth_upper_lip_width_pos" 36 "mouth_upper_lip_width_pos" 36 }
			gene_bs_nose_forward={ "nose_forward_neg" 96 "nose_forward_neg" 96 }
			gene_bs_nose_height={ "nose_height_pos" 42 "nose_height_pos" 42 }
			gene_bs_nose_length={ "nose_length_neg" 52 "nose_length_neg" 52 }
			gene_bs_nose_nostril_height={ "nose_nostril_height_pos" 70 "nose_nostril_height_pos" 70 }
			gene_bs_nose_nostril_width={ "nose_nostril_width_pos" 55 "nose_nostril_width_pos" 55 }
			gene_bs_nose_profile={ "nose_profile_neg" 119 "nose_profile_neg" 119 }
			gene_bs_nose_ridge_angle={ "nose_ridge_angle_neg" 51 "nose_ridge_angle_neg" 51 }
			gene_bs_nose_ridge_width={ "nose_ridge_width_neg" 45 "nose_ridge_width_neg" 45 }
			gene_bs_nose_size={ "nose_size_pos" 46 "nose_size_pos" 46 }
			gene_bs_nose_tip_angle={ "nose_tip_angle_pos" 4 "nose_tip_angle_pos" 4 }
			gene_bs_nose_tip_forward={ "nose_tip_forward_neg" 10 "nose_tip_forward_neg" 10 }
			gene_bs_nose_tip_width={ "nose_tip_width_pos" 19 "nose_tip_width_pos" 19 }
			face_detail_cheek_def={ "cheek_def_01" 210 "cheek_def_01" 210 }
			face_detail_cheek_fat={ "cheek_fat_02_pos" 45 "cheek_fat_02_pos" 45 }
			face_detail_chin_cleft={ "chin_dimple" 36 "chin_dimple" 36 }
			face_detail_chin_def={ "chin_def" 59 "chin_def" 59 }
			face_detail_eye_lower_lid_def={ "eye_lower_lid_def" 177 "eye_lower_lid_def" 177 }
			face_detail_eye_socket={ "eye_socket_02" 63 "eye_socket_02" 63 }
			face_detail_nasolabial={ "nasolabial_02" 9 "nasolabial_02" 9 }
			face_detail_nose_ridge_def={ "nose_ridge_def_neg" 10 "nose_ridge_def_neg" 10 }
			face_detail_nose_tip_def={ "nose_tip_def" 49 "nose_tip_def" 49 }
			face_detail_temple_def={ "temple_def" 5 "temple_def" 5 }
			expression_brow_wrinkles={ "brow_wrinkles_01" 144 "brow_wrinkles_01" 144 }
			expression_eye_wrinkles={ "eye_wrinkles_02" 71 "eye_wrinkles_02" 71 }
			expression_forehead_wrinkles={ "forehead_wrinkles_02" 144 "forehead_wrinkles_02" 144 }
			expression_other={ "nose_wrinkles_01" 139 "nose_wrinkles_01" 139 }
			complexion={ "complexion_beauty_1" 178 "complexion_beauty_1" 178 }
			gene_height={ "normal_height" 136 "normal_height" 136 } # Evaluated
			gene_bs_body_type={ "body_fat_head_fat_full" 123 "body_fat_head_fat_full" 123 }
			gene_bs_body_shape={ "body_shape_average" 103 "body_shape_average" 103 }
			gene_bs_bust={ "bust_shape_3_half" 144 "bust_shape_3_half" 144 }
			gene_age={ "old_2" 167 "old_2" 167 }
			gene_eyebrows_shape={ "avg_spacing_avg_thickness" 249 "avg_spacing_avg_thickness" 249 }
			gene_eyebrows_fullness={ "layer_2_avg_thickness" 160 "layer_2_avg_thickness" 160 }
			gene_body_hair={ "body_hair_dense" 176 "body_hair_dense" 176 }
			gene_hair_type={ "hair_afro" 145 "hair_afro" 145 }
			gene_baldness={ "male_pattern_baldness" 180 "male_pattern_baldness" 180 }
			gene_ear_point={ "ear_point_pos" 17 "ear_point_pos" 17 }
			gene_lotr_race_shape={ "man" 127 "man" 127 }
			gene_uruk_head_decals={ "no_decal" 127 "no_decal" 127 }
			gene_uruk_body_decals={ "no_decal" 127 "no_decal" 127 }
			gene_haradrim_head_decals={ "no_decal" 127 "no_decal" 127 }
			gene_subdermal_implant_decals={ "no_decal" 127 "no_decal" 127 }
			eye_accessory={ "normal_eyes" 65 "normal_eyes" 65 }
			teeth_accessory={ "normal_teeth" 0 "normal_teeth" 0 }
			eyelashes_accessory={ "normal_eyelashes" 24 "normal_eyelashes" 24 }
			race_head_accessory={ "man" 0 "man" 0 }
			race_body_accessory={ "man" 0 "man" 0 }
        gene_bs_eye_height_inside={ "vanilla_eye_height_inside" 127 "vanilla_eye_height_inside" 127 }
        gene_bs_eye_height_outisde={ "vanilla_eye_height_outisde" 127 "vanilla_eye_height_outisde" 127 }
        gene_bs_ear_lobe={ "vanilla_ear_lobe" 127 "vanilla_ear_lobe" 127 }
        gene_bs_nose_central_width={ "vanilla_nose_central_width" 127 "vanilla_nose_central_width" 127 }
        gene_bs_nose_septum_width={ "vanilla_nose_septum_width" 127 "vanilla_nose_septum_width" 127 }
        gene_bs_mouth_lower_lip_profile={ "vanilla_lower_lip_profile" 127 "vanilla_lower_lip_profile" 127 }
        gene_bs_eye_outer_width={ "vanilla_eye_outer_width" 127 "vanilla_eye_outer_width" 127 }
        gene_bs_head_asymmetry_1={ "vanilla_head_asymmetry_1" 127 "vanilla_head_asymmetry_1" 127 }
        gene_bs_mouth_center_curve={ "vanilla_mouth_center_curve" 127 "vanilla_mouth_center_curve" 127 }
        gene_bs_eyebrow_straight={ "vanilla_eyebrow_straight" 127 "vanilla_eyebrow_straight" 127 }
        gene_bs_head_shape={ "vanilla_head_round_shape" 127 "vanilla_head_round_shape" 127 }
        gene_bs_nose_septum_height={ "vanilla_nose_septum_height" 127 "vanilla_nose_septum_height" 127 }
        gene_bs_head_lower_height={ "vanilla_head_lower_height" 127 "vanilla_head_lower_height" 127 }
        gene_bs_nose_flared_nostril={ "vanilla_nose_flared_nostril" 127 "vanilla_nose_flared_nostril" 127 }
        gene_bs_mouth_upper_lip_forward={ "vanilla_upper_lip_forward" 127 "vanilla_upper_lip_forward" 127 }
        gene_bs_mouth_lower_lip_forward={ "vanilla_lower_lip_forward" 127 "vanilla_lower_lip_forward" 127 }
        gene_bs_nose_swollen={ "vanilla_nose_swollen" 0 "vanilla_nose_swollen" 0 }
        gene_bs_ears_fantasy={ "vanilla_ears_fantasy" 0 "vanilla_ears_fantasy" 0 }
        gene_bs_mouth_glamour_lips={ "vanilla_mouth_glamour_lips" 0 "vanilla_mouth_glamour_lips" 0 }
        face_detail_eye_upper_lid_def={ "upper_lid_def" 255 "upper_lid_def" 255 }
        gene_eyebrow_inner_width={ "vanilla_eyebrow_inner_width" 127 "vanilla_eyebrow_inner_width" 127 }
        gene_bs_eye_lower_lid_size={ "vanilla_eye_lower_lid_size" 0 "vanilla_eye_lower_lid_size" 0 }
        gene_bs_eye_shape={ "vanilla_eye_shape" 0 "vanilla_eye_shape" 0 }
 		}
	}
}

haramor_hurkari_dna = { # Alrain Awesome DNA
	portrait_info={
		genes={ 	
			hair_color={ 6 254 6 254 }
			skin_color={ 40 230 40 230 }
			eye_color={ 17 252 17 252 }
			gene_chin_forward={ "chin_forward_neg" 99 "chin_forward_neg" 99 }
			gene_chin_height={ "chin_height_neg" 96 "chin_height_neg" 96 }
			gene_chin_width={ "chin_width_neg" 129 "chin_width_neg" 129 }
			gene_eye_angle={ "eye_angle_pos" 122 "eye_angle_pos" 122 }
			gene_eye_depth={ "eye_depth_neg" 79 "eye_depth_neg" 79 }
			gene_eye_height={ "eye_height_pos" 106 "eye_height_pos" 106 }
			gene_eye_distance={ "eye_distance_neg" 126 "eye_distance_neg" 126 }
			gene_eye_shut={ "eye_shut_pos" 155 "eye_shut_pos" 155 }
			gene_forehead_angle={ "forehead_angle_neg" 143 "forehead_angle_neg" 143 }
			gene_forehead_brow_height={ "forehead_brow_height_neg" 131 "forehead_brow_height_neg" 131 }
			gene_forehead_roundness={ "forehead_roundness_neg" 103 "forehead_roundness_neg" 103 }
			gene_forehead_width={ "forehead_width_neg" 145 "forehead_width_neg" 145 }
			gene_forehead_height={ "forehead_height_neg" 125 "forehead_height_neg" 125 }
			gene_head_height={ "head_height_pos" 131 "head_height_pos" 131 }
			gene_head_width={ "head_width_pos" 115 "head_width_pos" 115 }
			gene_head_profile={ "head_profile_neg" 77 "head_profile_neg" 77 }
			gene_head_top_height={ "head_top_height_pos" 109 "head_top_height_pos" 109 }
			gene_head_top_width={ "head_top_width_pos" 139 "head_top_width_pos" 139 }
			gene_jaw_angle={ "jaw_angle_pos" 154 "jaw_angle_pos" 154 }
			gene_jaw_forward={ "jaw_forward_pos" 119 "jaw_forward_pos" 119 }
			gene_jaw_height={ "jaw_height_pos" 145 "jaw_height_pos" 145 }
			gene_jaw_width={ "jaw_width_neg" 125 "jaw_width_neg" 125 }
			gene_mouth_corner_depth={ "mouth_corner_depth_neg" 55 "mouth_corner_depth_neg" 55 }
			gene_mouth_corner_height={ "mouth_corner_height_neg" 119 "mouth_corner_height_neg" 119 }
			gene_mouth_forward={ "mouth_forward_neg" 139 "mouth_forward_neg" 139 }
			gene_mouth_height={ "mouth_height_pos" 180 "mouth_height_pos" 180 }
			gene_mouth_width={ "mouth_width_neg" 110 "mouth_width_neg" 110 }
			gene_mouth_upper_lip_size={ "mouth_upper_lip_size_pos" 133 "mouth_upper_lip_size_pos" 133 }
			gene_mouth_lower_lip_size={ "mouth_lower_lip_size_pos" 154 "mouth_lower_lip_size_pos" 154 }
			gene_mouth_open={ "mouth_open_neg" 137 "mouth_open_neg" 137 }
			gene_neck_length={ "neck_length_pos" 105 "neck_length_pos" 105 }
			gene_neck_width={ "neck_width_neg" 83 "neck_width_neg" 83 }
			gene_bs_cheek_forward={ "cheek_forward_pos" 35 "cheek_forward_pos" 35 }
			gene_bs_cheek_height={ "cheek_height_pos" 1 "cheek_height_pos" 1 }
			gene_bs_cheek_width={ "cheek_width_pos" 3 "cheek_width_pos" 3 }
			gene_bs_ear_angle={ "ear_angle_neg" 29 "ear_angle_neg" 29 }
			gene_bs_ear_inner_shape={ "ear_inner_shape_pos" 248 "ear_inner_shape_pos" 248 }
			gene_bs_ear_bend={ "ear_upper_bend_pos" 2 "ear_upper_bend_pos" 2 }
			gene_bs_ear_outward={ "ear_outward_neg" 39 "ear_outward_neg" 39 }
