###########################
#### VALE AND WOOD DNA ####
###########################

aldawini_dwarf_friend_dna = { # Aldawini Dwarf-friend
	portrait_info = {
	genes={ 		
			gene_mouth_corner_height={ "mouth_corner_height_neg" 133 "mouth_corner_height_neg" 124 }
			gene_mouth_forward={ "mouth_forward_neg" 126 "mouth_forward_neg" 123 }
			gene_mouth_height={ "mouth_height_pos" 133 "mouth_height_pos" 133 }
			gene_mouth_width={ "mouth_width_pos" 100 "mouth_width_pos" 130 }
			gene_mouth_upper_lip_size={ "mouth_upper_lip_size_pos" 142 "mouth_upper_lip_size_pos" 170 }
			gene_mouth_lower_lip_size={ "mouth_lower_lip_size_neg" 116 "mouth_lower_lip_size_neg" 116 }
			gene_mouth_open={ "mouth_open_neg" 34 "mouth_open_neg" 34 }
			gene_neck_length={ "neck_length_neg" 111 "neck_length_neg" 106 }
			gene_neck_width={ "neck_width_pos" 135 "neck_width_pos" 144 }
			gene_bs_cheek_forward={ "cheek_forward_neg" 1 "cheek_forward_neg" 91 }
			gene_bs_cheek_height={ "cheek_height_pos" 189 "cheek_height_neg" 12 }
			gene_bs_cheek_width={ "cheek_width_pos" 61 "cheek_width_neg" 27 }
			gene_bs_ear_angle={ "ear_angle_pos" 59 "ear_angle_neg" 4 }
			gene_bs_ear_inner_shape={ "ear_inner_shape_pos" 22 "ear_inner_shape_pos" 47 }
			gene_bs_ear_bend={ "ear_both_bend_pos" 11 "ear_lower_bend_pos" 1 }
			gene_bs_ear_outward={ "ear_outward_neg" 45 "ear_outward_pos" 34 }
			gene_bs_ear_size={ "ear_size_pos" 34 "ear_size_pos" 34 }
			gene_bs_eye_corner_depth={ "eye_corner_depth_pos" 161 "eye_corner_depth_pos" 161 }
			gene_bs_eye_fold_shape={ "eye_fold_shape_neg" 125 "eye_fold_shape_neg" 102 }
			gene_bs_eye_size={ "eye_size_pos" 51 "eye_size_pos" 51 }
			gene_bs_eye_upper_lid_size={ "eye_upper_lid_size_pos" 16 "eye_upper_lid_size_pos" 16 }
			gene_bs_forehead_brow_curve={ "forehead_brow_curve_pos" 55 "forehead_brow_curve_neg" 20 }
			gene_bs_forehead_brow_forward={ "forehead_brow_forward_pos" 13 "forehead_brow_forward_pos" 97 }
			gene_bs_forehead_brow_inner_height={ "forehead_brow_inner_height_pos" 11 "forehead_brow_inner_height_neg" 44 }
			gene_bs_forehead_brow_outer_height={ "forehead_brow_outer_height_pos" 63 "forehead_brow_outer_height_neg" 26 }
			gene_bs_forehead_brow_width={ "forehead_brow_width_neg" 5 "forehead_brow_width_neg" 5 }
			gene_bs_jaw_def={ "jaw_def_neg" 125 "jaw_def_neg" 20 }
			gene_bs_mouth_lower_lip_def={ "mouth_lower_lip_def_pos" 86 "mouth_lower_lip_def_pos" 18 }
			gene_bs_mouth_lower_lip_full={ "mouth_lower_lip_full_pos" 113 "mouth_lower_lip_full_neg" 7 }
			gene_bs_mouth_lower_lip_pad={ "mouth_lower_lip_pad_neg" 175 "mouth_lower_lip_pad_pos" 189 }
			gene_bs_mouth_lower_lip_width={ "mouth_lower_lip_width_neg" 1 "mouth_lower_lip_width_pos" 94 }
			gene_bs_mouth_philtrum_def={ "mouth_philtrum_def_pos" 127 "mouth_philtrum_def_pos" 31 }
			gene_bs_mouth_philtrum_shape={ "mouth_philtrum_shape_neg" 53 "mouth_philtrum_shape_neg" 2 }
			gene_bs_mouth_philtrum_width={ "mouth_philtrum_width_pos" 9 "mouth_philtrum_width_neg" 31 }
			gene_bs_mouth_upper_lip_def={ "mouth_upper_lip_def_pos" 58 "mouth_upper_lip_def_pos" 17 }
			gene_bs_mouth_upper_lip_full={ "mouth_upper_lip_full_pos" 91 "mouth_upper_lip_full_pos" 17 }
			gene_bs_mouth_upper_lip_profile={ "mouth_upper_lip_profile_neg" 3 "mouth_upper_lip_profile_pos" 61 }
			gene_bs_mouth_upper_lip_width={ "mouth_upper_lip_width_pos" 35 "mouth_upper_lip_width_pos" 114 }
			gene_bs_nose_forward={ "nose_forward_pos" 5 "nose_forward_neg" 34 }
			gene_bs_nose_height={ "nose_height_neg" 63 "nose_height_neg" 30 }
			gene_bs_nose_length={ "nose_length_pos" 17 "nose_length_pos" 25 }
			gene_bs_nose_nostril_height={ "nose_nostril_height_pos" 7 "nose_nostril_height_pos" 39 }
			gene_bs_nose_nostril_width={ "nose_nostril_width_pos" 26 "nose_nostril_width_pos" 26 }
			gene_bs_nose_profile={ "nose_profile_pos" 21 "nose_profile_hawk_pos" 20 }
			gene_bs_nose_ridge_angle={ "nose_ridge_angle_neg" 33 "nose_ridge_angle_pos" 28 }
			gene_bs_nose_ridge_width={ "nose_ridge_width_neg" 66 "nose_ridge_width_neg" 66 }
			gene_bs_nose_size={ "nose_size_neg" 24 "nose_size_neg" 24 }
			gene_bs_nose_tip_angle={ "nose_tip_angle_pos" 9 "nose_tip_angle_neg" 12 }
			gene_bs_nose_tip_forward={ "nose_tip_forward_pos" 19 "nose_tip_forward_pos" 35 }
			gene_bs_nose_tip_width={ "nose_tip_width_neg" 109 "nose_tip_width_neg" 28 }
			face_detail_cheek_def={ "cheek_def_02" 68 "cheek_def_01" 114 }
			face_detail_cheek_fat={ "cheek_fat_01_neg" 34 "cheek_fat_02_pos" 18 }
			face_detail_chin_cleft={ "chin_cleft" 11 "chin_cleft" 11 }
			face_detail_chin_def={ "chin_def_neg" 67 "chin_def_neg" 213 }
			face_detail_eye_lower_lid_def={ "eye_lower_lid_def_02" 14 "eye_lower_lid_def_02" 14 }
			face_detail_eye_socket={ "eye_socket_03" 84 "eye_socket_01" 136 }
			face_detail_nasolabial={ "nasolabial_03" 29 "nasolabial_03" 165 }
			face_detail_nose_ridge_def={ "nose_ridge_def_pos" 116 "nose_ridge_def_pos" 58 }
			face_detail_nose_tip_def={ "nose_tip_def" 196 "nose_tip_def" 124 }
			face_detail_temple_def={ "temple_def" 184 "temple_def" 177 }
			expression_brow_wrinkles={ "brow_wrinkles_03" 161 "brow_wrinkles_02" 80 }
			expression_eye_wrinkles={ "eye_wrinkles_01" 225 "eye_wrinkles_01" 14 }
			expression_forehead_wrinkles={ "forehead_wrinkles_02" 140 "forehead_wrinkles_02" 175 }
			expression_other={ "cheek_wrinkles_both_01" 41 "cheek_wrinkles_both_01" 0 }
			complexion={ "complexion_5" 139 "complexion_5" 222 }
			gene_height={ "normal_height" 132 "normal_height" 132 } # Evaluated
			gene_bs_body_type={ "body_fat_head_fat_low" 131 "body_fat_head_fat_medium" 131 }
			gene_bs_body_shape={ "body_shape_average" 58 "body_shape_apple_half" 47 }
			gene_bs_bust={ "bust_default" 79 "bust_shape_1_half" 124 }
			gene_age={ "old_1" 88 "old_4" 86 }
			gene_eyebrows_shape={ "avg_spacing_avg_thickness" 215 "avg_spacing_avg_thickness" 90 }
			gene_eyebrows_fullness={ "layer_2_avg_thickness" 221 "layer_2_lower_thickness" 181 }
			gene_body_hair={ "body_hair_avg" 164 "body_hair_sparse" 163 }
			gene_hair_type={ "hair_wavy" 182 "hair_wavy" 182 }
			gene_baldness={ "no_baldness" 0 "male_pattern_baldness" 165 }
			gene_ear_point={ "ear_point_pos" 6 "ear_point_pos" 0 }
			gene_lotr_race_shape={ "man" 127 "man" 127 }
			gene_uruk_head_decals={ "no_decal" 127 "no_decal" 127 }
			gene_uruk_body_decals={ "no_decal" 127 "no_decal" 127 }
			gene_haradrim_head_decals={ "no_decal" 127 "no_decal" 127 }
			gene_subdermal_implant_decals={ "no_decal" 127 "no_decal" 127 }
			eye_accessory={ "normal_eyes" 58 "normal_eyes" 58 }
			teeth_accessory={ "normal_teeth" 0 "normal_teeth" 0 }
			eyelashes_accessory={ "normal_eyelashes" 61 "normal_eyelashes" 61 }
			race_head_accessory={ "man" 0 "man" 0 }
			race_body_accessory={ "man" 0 "man" 0 }
			gene_bs_eye_height_inside={ "vanilla_eye_height_inside" 127 "vanilla_eye_height_inside" 127 }
			gene_bs_eye_height_outisde={ "vanilla_eye_height_outisde" 127 "vanilla_eye_height_outisde" 127 }
			gene_bs_ear_lobe={ "vanilla_ear_lobe" 127 "vanilla_ear_lobe" 127 }
			gene_bs_nose_central_width={ "vanilla_nose_central_width" 127 "vanilla_nose_central_width" 127 }
			gene_bs_nose_septum_width={ "vanilla_nose_septum_width" 127 "vanilla_nose_septum_width" 127 }
			gene_bs_mouth_lower_lip_profile={ "vanilla_lower_lip_profile" 127 "vanilla_lower_lip_profile" 127 }
			gene_bs_eye_outer_width={ "vanilla_eye_outer_width" 127 "vanilla_eye_outer_width" 127 }
			gene_bs_head_asymmetry_1={ "vanilla_head_asymmetry_1" 127 "vanilla_head_asymmetry_1" 127 }
			gene_bs_mouth_center_curve={ "vanilla_mouth_center_curve" 127 "vanilla_mouth_center_curve" 127 }
			gene_bs_eyebrow_straight={ "vanilla_eyebrow_straight" 127 "vanilla_eyebrow_straight" 127 }
			gene_bs_head_shape={ "vanilla_head_round_shape" 127 "vanilla_head_round_shape" 127 }
			gene_bs_nose_septum_height={ "vanilla_nose_septum_height" 127 "vanilla_nose_septum_height" 127 }
			gene_bs_head_lower_height={ "vanilla_head_lower_height" 127 "vanilla_head_lower_height" 127 }
			gene_bs_nose_flared_nostril={ "vanilla_nose_flared_nostril" 127 "vanilla_nose_flared_nostril" 127 }
			gene_bs_mouth_upper_lip_forward={ "vanilla_upper_lip_forward" 127 "vanilla_upper_lip_forward" 127 }
			gene_bs_mouth_lower_lip_forward={ "vanilla_lower_lip_forward" 127 "vanilla_lower_lip_forward" 127 }
			gene_bs_nose_swollen={ "vanilla_nose_swollen" 127 "vanilla_nose_swollen" 127 }
			gene_bs_ears_fantasy={ "vanilla_ears_fantasy" 127 "vanilla_ears_fantasy" 127 }
			gene_bs_mouth_glamour_lips={ "vanilla_mouth_glamour_lips" 127 "vanilla_mouth_glamour_lips" 127 }
			face_detail_eye_upper_lid_def={ "vanilla_upper_lid_def" 127 "vanilla_upper_lid_def" 127 }
			gene_eyebrow_inner_width={ "vanilla_eyebrow_inner_width" 127 "vanilla_eyebrow_inner_width" 127 }
			gene_bs_eye_lower_lid_size={ "vanilla_eye_lower_lid_size" 127 "vanilla_eye_lower_lid_size" 127 }
			gene_bs_eye_shape={ "vanilla_eye_shape" 127 "vanilla_eye_shape" 127 }
		}
	}	
	enabled=yes
}

fastreda_dna = { # Fastreda, last ruler of the Dwergwine
	portrait_info = {
	genes={ 		
			hair_color={ 63 77 63 77 }
			skin_color={ 60 92 60 92 }
			eye_color={ 64 186 64 186 }
			gene_chin_forward={ "chin_forward_pos" 138 "chin_forward_pos" 138 }
			gene_chin_height={ "chin_height_pos" 133 "chin_height_pos" 133 }
			gene_chin_width={ "chin_width_neg" 114 "chin_width_neg" 114 }
			gene_eye_angle={ "eye_angle_pos" 130 "eye_angle_pos" 130 }
			gene_eye_depth={ "eye_depth_neg" 123 "eye_depth_neg" 123 }
			gene_eye_height={ "eye_height_pos" 140 "eye_height_pos" 140 }
			gene_eye_distance={ "eye_distance_neg" 96 "eye_distance_neg" 96 }
			gene_eye_shut={ "eye_shut_pos" 143 "eye_shut_pos" 143 }
			gene_forehead_angle={ "forehead_angle_neg" 125 "forehead_angle_neg" 110 }
			gene_forehead_brow_height={ "forehead_brow_height_pos" 125 "forehead_brow_height_pos" 136 }
			gene_forehead_roundness={ "forehead_roundness_pos" 158 "forehead_roundness_pos" 178 }
			gene_forehead_width={ "forehead_width_neg" 122 "forehead_width_neg" 104 }
			gene_forehead_height={ "forehead_height_neg" 123 "forehead_height_neg" 123 }
			gene_head_height={ "head_height_neg" 128 "head_height_neg" 80 }
			gene_head_width={ "head_width_pos" 145 "head_width_pos" 214 }
			gene_head_profile={ "head_profile_pos" 135 "head_profile_pos" 150 }
			gene_head_top_height={ "head_top_height_pos" 133 "head_top_height_pos" 133 }
			gene_head_top_width={ "head_top_width_pos" 131 "head_top_width_pos" 131 }
			gene_jaw_angle={ "jaw_angle_neg" 162 "jaw_angle_neg" 119 }
			gene_jaw_forward={ "jaw_forward_neg" 120 "jaw_forward_neg" 120 }
			gene_jaw_height={ "jaw_height_neg" 120 "jaw_height_neg" 120 }
			gene_jaw_width={ "jaw_width_pos" 155 "jaw_width_pos" 155 }
			gene_mouth_corner_depth={ "mouth_corner_depth_pos" 132 "mouth_corner_depth_pos" 132 }
			gene_mouth_corner_height={ "mouth_corner_height_pos" 131 "mouth_corner_height_pos" 140 }
			gene_mouth_forward={ "mouth_forward_neg" 102 "mouth_forward_neg" 121 }
			gene_mouth_height={ "mouth_height_pos" 139 "mouth_height_pos" 139 }
			gene_mouth_width={ "mouth_width_neg" 128 "mouth_width_neg" 94 }
			gene_mouth_upper_lip_size={ "mouth_upper_lip_size_neg" 126 "mouth_upper_lip_size_neg" 103 }
			gene_mouth_lower_lip_size={ "mouth_lower_lip_size_neg" 126 "mouth_lower_lip_size_neg" 98 }
			gene_mouth_open={ "mouth_open_pos" 0 "mouth_open_pos" 173 }
			gene_neck_length={ "neck_length_pos" 130 "neck_length_pos" 136 }
			gene_neck_width={ "neck_width_pos" 140 "neck_width_pos" 149 }
			gene_bs_cheek_forward={ "cheek_forward_pos" 25 "cheek_forward_pos" 4 }
			gene_bs_cheek_height={ "cheek_height_pos" 169 "cheek_height_pos" 32 }
			gene_bs_cheek_width={ "cheek_width_pos" 21 "cheek_width_neg" 22 }
			gene_bs_ear_angle={ "ear_angle_pos" 25 "ear_angle_pos" 25 }
			gene_bs_ear_inner_shape={ "ear_inner_shape_pos" 21 "ear_inner_shape_pos" 21 }
			gene_bs_ear_bend={ "ear_upper_bend_pos" 50 "ear_upper_bend_pos" 50 }
			gene_bs_ear_outward={ "ear_outward_pos" 4 "ear_outward_pos" 4 }
			gene_bs_ear_size={ "ear_size_pos" 17 "ear_size_pos" 24 }
			gene_bs_eye_corner_depth={ "eye_corner_depth_pos" 213 "eye_corner_depth_pos" 213 }
			gene_bs_eye_fold_shape={ "eye_fold_shape_neg" 127 "eye_fold_shape_neg" 127 }
			gene_bs_eye_size={ "eye_size_pos" 46 "eye_size_pos" 46 }
			gene_bs_eye_upper_lid_size={ "eye_upper_lid_size_pos" 74 "eye_upper_lid_size_pos" 74 }
			gene_bs_forehead_brow_curve={ "forehead_brow_curve_neg" 61 "forehead_brow_curve_neg" 124 }
			gene_bs_forehead_brow_forward={ "forehead_brow_forward_pos" 117 "forehead_brow_forward_pos" 85 }
			gene_bs_forehead_brow_inner_height={ "forehead_brow_inner_height_neg" 65 "forehead_brow_inner_height_neg" 19 }
			gene_bs_forehead_brow_outer_height={ "forehead_brow_outer_height_neg" 2 "forehead_brow_outer_height_neg" 2 }
			gene_bs_forehead_brow_width={ "forehead_brow_width_pos" 56 "forehead_brow_width_pos" 56 }
			gene_bs_jaw_def={ "jaw_def_neg" 55 "jaw_def_pos" 7 }
			gene_bs_mouth_lower_lip_def={ "mouth_lower_lip_def_pos" 130 "mouth_lower_lip_def_pos" 26 }
			gene_bs_mouth_lower_lip_full={ "mouth_lower_lip_full_neg" 5 "mouth_lower_lip_full_neg" 5 }
			gene_bs_mouth_lower_lip_pad={ "mouth_lower_lip_pad_neg" 149 "mouth_lower_lip_pad_pos" 43 }
			gene_bs_mouth_lower_lip_width={ "mouth_lower_lip_width_neg" 3 "mouth_lower_lip_width_neg" 3 }
			gene_bs_mouth_philtrum_def={ "mouth_philtrum_def_pos" 121 "mouth_philtrum_def_pos" 25 }
			gene_bs_mouth_philtrum_shape={ "mouth_philtrum_shape_neg" 12 "mouth_philtrum_shape_neg" 12 }
			gene_bs_mouth_philtrum_width={ "mouth_philtrum_width_pos" 7 "mouth_philtrum_width_pos" 95 }
			gene_bs_mouth_upper_lip_def={ "mouth_upper_lip_def_pos" 75 "mouth_upper_lip_def_pos" 6 }
			gene_bs_mouth_upper_lip_full={ "mouth_upper_lip_full_neg" 5 "mouth_upper_lip_full_neg" 150 }
			gene_bs_mouth_upper_lip_profile={ "mouth_upper_lip_profile_pos" 17 "mouth_upper_lip_profile_pos" 84 }
			gene_bs_mouth_upper_lip_width={ "mouth_upper_lip_width_pos" 1 "mouth_upper_lip_width_pos" 34 }
			gene_bs_nose_forward={ "nose_forward_pos" 3 "nose_forward_neg" 15 }
			gene_bs_nose_height={ "nose_height_neg" 57 "nose_height_pos" 41 }
			gene_bs_nose_length={ "nose_length_pos" 17 "nose_length_neg" 0 }
			gene_bs_nose_nostril_height={ "nose_nostril_height_pos" 37 "nose_nostril_height_pos" 12 }
			gene_bs_nose_nostril_width={ "nose_nostril_width_pos" 93 "nose_nostril_width_neg" 100 }
			gene_bs_nose_profile={ "nose_profile_hawk_pos" 91 "nose_profile_pos" 80 }
			gene_bs_nose_ridge_angle={ "nose_ridge_angle_pos" 7 "nose_ridge_angle_neg" 23 }
			gene_bs_nose_ridge_width={ "nose_ridge_width_pos" 17 "nose_ridge_width_neg" 19 }
			gene_bs_nose_size={ "nose_size_pos" 17 "nose_size_pos" 31 }
			gene_bs_nose_tip_angle={ "nose_tip_angle_pos" 15 "nose_tip_angle_pos" 54 }
			gene_bs_nose_tip_forward={ "nose_tip_forward_pos" 10 "nose_tip_forward_pos" 10 }
			gene_bs_nose_tip_width={ "nose_tip_width_pos" 7 "nose_tip_width_neg" 37 }
			face_detail_cheek_def={ "cheek_def_01" 0 "cheek_def_01" 159 }
			face_detail_cheek_fat={ "cheek_fat_03_pos" 255 "cheek_fat_01_neg" 132 }
			face_detail_chin_cleft={ "chin_dimple" 18 "chin_dimple" 18 }
			face_detail_chin_def={ "chin_def" 218 "chin_def" 218 }
			face_detail_eye_lower_lid_def={ "eye_lower_lid_def_02" 99 "eye_lower_lid_def_02" 99 }
			face_detail_eye_socket={ "eye_socket_color_01" 11 "eye_socket_color_01" 11 }
			face_detail_nasolabial={ "nasolabial_03" 24 "nasolabial_03" 13 }
			face_detail_nose_ridge_def={ "nose_ridge_def_pos" 206 "nose_ridge_def_pos" 108 }
			face_detail_nose_tip_def={ "nose_tip_def" 190 "nose_tip_def" 2 }
			face_detail_temple_def={ "temple_def" 184 "temple_def" 217 }
			expression_brow_wrinkles={ "brow_wrinkles_03" 215 "brow_wrinkles_02" 3 }
			expression_eye_wrinkles={ "eye_wrinkles_01" 196 "eye_wrinkles_01" 196 }
			expression_forehead_wrinkles={ "forehead_wrinkles_03" 133 "forehead_wrinkles_01" 173 }
			expression_other={ "cheek_wrinkles_both_01" 11 "cheek_wrinkles_both_01" 0 }
			complexion={ "complexion_46" 255 "complexion_3" 233 }
			gene_height={ "normal_height" 132 "normal_height" 132 } # Evaluated
			gene_bs_body_type={ "body_fat_head_fat_low" 146 "body_fat_head_fat_low" 146 }
			gene_bs_body_shape={ "body_shape_hourglass_half" 133 "body_shape_triangle_half" 0 }
			gene_bs_bust={ "bust_default" 95 "bust_shape_1_full" 149 }
			gene_age={ "old_4" 68 "old_4" 68 }
			gene_eyebrows_shape={ "avg_spacing_high_thickness" 255 "far_spacing_avg_thickness" 146 }
			gene_eyebrows_fullness={ "layer_2_avg_thickness" 255 "layer_2_lower_thickness" 153 }
			gene_body_hair={ "body_hair_avg" 228 "body_hair_sparse" 96 }
			gene_hair_type={ "hair_straight" 160 "hair_straight" 160 }
			gene_baldness={ "no_baldness" 0 "male_pattern_baldness" 156 }
			gene_ear_point={ "ear_point_pos" 0 "ear_point_pos" 0 }
			gene_lotr_race_shape={ "man" 127 "man" 127 }
			gene_uruk_head_decals={ "no_decal" 127 "no_decal" 127 }
			gene_uruk_body_decals={ "no_decal" 127 "no_decal" 127 }
			gene_haradrim_head_decals={ "no_decal" 127 "no_decal" 127 }
			gene_subdermal_implant_decals={ "no_decal" 127 "no_decal" 127 }
			eye_accessory={ "normal_eyes" 117 "normal_eyes" 117 }
			teeth_accessory={ "normal_teeth" 0 "normal_teeth" 0 }
			eyelashes_accessory={ "normal_eyelashes" 246 "normal_eyelashes" 246 }
			race_head_accessory={ "man" 0 "man" 0 }
			race_body_accessory={ "man" 0 "man" 0 }
			gene_bs_eye_height_inside={ "vanilla_eye_height_inside" 127 "vanilla_eye_height_inside" 127 }
			gene_bs_eye_height_outisde={ "vanilla_eye_height_outisde" 127 "vanilla_eye_height_outisde" 127 }
			gene_bs_ear_lobe={ "vanilla_ear_lobe" 127 "vanilla_ear_lobe" 127 }
			gene_bs_nose_central_width={ "vanilla_nose_central_width" 127 "vanilla_nose_central_width" 127 }
			gene_bs_nose_septum_width={ "vanilla_nose_septum_width" 127 "vanilla_nose_septum_width" 127 }
			gene_bs_mouth_lower_lip_profile={ "vanilla_lower_lip_profile" 127 "vanilla_lower_lip_profile" 127 }
			gene_bs_eye_outer_width={ "vanilla_eye_outer_width" 127 "vanilla_eye_outer_width" 127 }
			gene_bs_head_asymmetry_1={ "vanilla_head_asymmetry_1" 127 "vanilla_head_asymmetry_1" 127 }
			gene_bs_mouth_center_curve={ "vanilla_mouth_center_curve" 127 "vanilla_mouth_center_curve" 127 }
			gene_bs_eyebrow_straight={ "eyebrow_straight" 127 "vanilla_eyebrow_straight" 127 }
			gene_bs_head_shape={ "vanilla_head_round_shape" 127 "vanilla_head_round_shape" 127 }
			gene_bs_nose_septum_height={ "vanilla_nose_septum_height" 127 "vanilla_nose_septum_height" 127 }
			gene_bs_head_lower_height={ "vanilla_head_lower_height" 127 "vanilla_head_lower_height" 127 }
			gene_bs_nose_flared_nostril={ "vanilla_nose_flared_nostril" 127 "vanilla_nose_flared_nostril" 127 }
			gene_bs_mouth_upper_lip_forward={ "vanilla_upper_lip_forward" 127 "vanilla_upper_lip_forward" 127 }
			gene_bs_mouth_lower_lip_forward={ "vanilla_lower_lip_forward" 127 "vanilla_lower_lip_forward" 127 }
			gene_bs_nose_swollen={ "vanilla_nose_swollen" 127 "vanilla_nose_swollen" 127 }
			gene_bs_ears_fantasy={ "vanilla_ears_fantasy" 127 "vanilla_ears_fantasy" 127 }
			gene_bs_mouth_glamour_lips={ "mouth_glamour_lips" 67 "vanilla_mouth_glamour_lips" 127 }
			face_detail_eye_upper_lid_def={ "vanilla_upper_lid_def" 127 "vanilla_upper_lid_def" 127 }
			gene_eyebrow_inner_width={ "vanilla_eyebrow_inner_width" 127 "vanilla_eyebrow_inner_width" 127 }
			gene_bs_eye_lower_lid_size={ "vanilla_eye_lower_lid_size" 127 "vanilla_eye_lower_lid_size" 127 }
			gene_bs_eye_shape={ "vanilla_eye_shape" 127 "vanilla_eye_shape" 127 }
		}
	}	
	enabled=yes
}

beorn_dna = { # Beorn
	portrait_info = {
	genes={ 		
		hair_color={ 27 227 51 237 }
 		skin_color={ 25 103 23 126 }
 		eye_color={ 69 171 69 171 }
 		gene_chin_forward={ "chin_forward_neg" 102 "chin_forward_neg" 102 }
 		gene_chin_height={ "chin_height_pos" 131 "chin_height_pos" 131 }
 		gene_chin_width={ "chin_width_neg" 119 "chin_width_neg" 119 }
 		gene_eye_angle={ "eye_angle_pos" 136 "eye_angle_pos" 131 }
 		gene_eye_depth={ "eye_depth_pos" 138 "eye_depth_pos" 138 }
 		gene_eye_height={ "eye_height_pos" 137 "eye_height_pos" 133 }
 		gene_eye_distance={ "eye_distance_pos" 137 "eye_distance_pos" 137 }
 		gene_eye_shut={ "eye_shut_pos" 112 "eye_shut_pos" 147 }
 		gene_forehead_angle={ "forehead_angle_pos" 135 "forehead_angle_pos" 135 }
 		gene_forehead_brow_height={ "forehead_brow_height_pos" 150 "forehead_brow_height_pos" 150 }
 		gene_forehead_roundness={ "forehead_roundness_pos" 173 "forehead_roundness_pos" 173 }
 		gene_forehead_width={ "forehead_width_pos" 186 "forehead_width_pos" 136 }
 		gene_forehead_height={ "forehead_height_neg" 136 "forehead_height_neg" 113 }
 		gene_head_height={ "head_height_neg" 213 "head_height_neg" 88 }
 		gene_head_width={ "head_width_pos" 66 "head_width_pos" 66 }
 		gene_head_profile={ "head_profile_pos" 147 "head_profile_pos" 143 }
 		gene_head_top_height={ "head_top_height_pos" 153 "head_top_height_pos" 139 }
 		gene_head_top_width={ "head_top_width_neg" 98 "head_top_width_neg" 119 }
 		gene_jaw_angle={ "jaw_angle_pos" 153 "jaw_angle_pos" 153 }
 		gene_jaw_forward={ "jaw_forward_neg" 123 "jaw_forward_neg" 123 }
 		gene_jaw_height={ "jaw_height_pos" 139 "jaw_height_pos" 139 }
 		gene_jaw_width={ "jaw_width_neg" 109 "jaw_width_neg" 109 }
 		gene_mouth_corner_depth={ "mouth_corner_depth_neg" 117 "mouth_corner_depth_neg" 117 }
 		gene_mouth_corner_height={ "mouth_corner_height_neg" 122 "mouth_corner_height_neg" 122 }
 		gene_mouth_forward={ "mouth_forward_neg" 191 "mouth_forward_neg" 118 }
 		gene_mouth_height={ "mouth_height_pos" 92 "mouth_height_pos" 135 }
 		gene_mouth_width={ "mouth_width_neg" 145 "mouth_width_neg" 63 }
 		gene_mouth_upper_lip_size={ "mouth_upper_lip_size_neg" 126 "mouth_upper_lip_size_neg" 126 }
 		gene_mouth_lower_lip_size={ "mouth_lower_lip_size_neg" 95 "mouth_lower_lip_size_neg" 95 }
 		gene_mouth_open={ "mouth_open_pos" 111 "mouth_open_pos" 130 }
 		gene_neck_length={ "neck_length_pos" 145 "neck_length_pos" 133 }
 		gene_neck_width={ "neck_width_pos" 178 "neck_width_pos" 144 }
 		gene_bs_cheek_forward={ "cheek_forward_pos" 95 "cheek_forward_pos" 32 }
 		gene_bs_cheek_height={ "cheek_height_neg" 53 "cheek_height_neg" 16 }
 		gene_bs_cheek_width={ "cheek_width_pos" 67 "cheek_width_pos" 9 }
 		gene_bs_ear_angle={ "ear_angle_pos" 2 "ear_angle_pos" 2 }
 		gene_bs_ear_inner_shape={ "ear_inner_shape_pos" 18 "ear_inner_shape_pos" 18 }
